RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",AUTOMATED_SHORT_NAME,AUTOMATED_LONG_NAME,AUTOMATED_LONG_DESCRIPTION,STATUS,STATUS_REASON,STATUS_TEXT,CHANGE_TYPE,"CHANGE_REASON_PUBLIC",EXPORTED_TO_LOINC,MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID5489,,"","",NM CHST STRESS HEART TC-RBC,NM CHEST STRESS HEART TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE and STRESS imaging procedure focused on the HEART in the CHEST TC-RBC,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , , ,STRESS, , , ,HEART, , , , , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|0|RID10476|0|0|0|RID1385|0|0|0|0|0|0|RID11747|0|0|0|0|0|
RPID5490,,"","",NM CHST FRST PSS WLL MNT HEART TC-RBC,NM CHEST FIRST PASS WALL MOTION HEART TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE FIRST PASS and WALL MOTION procedure focused on the HEART in the CHEST TC-RBC,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,FIRST PASS,WALL MOTION, , , ,HEART, , , , , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45658|RID45640|0|0|0|RID1385|0|0|0|0|0|0|RID11747|0|0|0|0|0|
RPID5491,,"","",NM CHST WLL MNT REST HEART TC-RBC,NM CHEST WALL MOTION REST HEART TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE WALL MOTION and REST procedure focused on the HEART in the CHEST TC-RBC,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,WALL MOTION,REST, , , ,HEART, , , , , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45640|RID28947|0|0|0|RID1385|0|0|0|0|0|0|RID11747|0|0|0|0|0|
RPID5492,,"","",NM SK BS MD THGH PET,NM SKULL BASE TO MID-THIGH PET,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the SKULL BASE TO MID-THIGH with a technique of PET,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, ,SKULL BASE TO MID-THIGH, , , , , , , , , , , , , , , ,PET, , , , , , , ,RID10330|RID13060|0|RID39570|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rid99992|0|0|0|0|0|0|
RPID5493,,"","",NM PET,NM PET,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the with a technique of PET,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , , , , ,PET, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rid99992|0|0|0|0|0|0|
RPID5494,,"","",NM WHBDY PET,NM WHOLEBODY PET,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY with a technique of PET,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , ,PET, , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rid99992|0|0|0|0|0|0|
RPID5495,,"","",NM CHST PERFUS HEART PET,NM CHEST PERFUSION HEART PET,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION procedure focused on the HEART in the CHEST with a technique of PET,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION, , , , ,HEART, , , , , ,PET, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|0|0|0|0|RID1385|0|0|0|0|0|rid99992|0|0|0|0|0|0|
RPID5496,,"","",NM PETCT,NM PET-CT,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the with a technique of PET-CT,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , , , , ,PET-CT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|rid99994|0|0|0|0|0|0|
RPID5497,,"","",NM HEAD CHST ABD PELVIS EXTRMS PROST CANCER PET,NM HEAD CHEST ABDOMEN PELVIS EXTREMITIES PROSTATE MALIGNANT NEOPLASM PET,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PROSTATE in the HEAD and CHEST and ABDOMEN and PELVIS and EXTREMITIES with a technique of PET for the purpose of MALIGNANT NEOPLASM,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD,CHEST,ABDOMEN,PELVIS,EXTREMITIES, , , , , ,PROSTATE, , ,MALIGNANT NEOPLASM, , ,PET, , , , , , , ,RID10330|RID13060|0|RID9080|RID1243|RID56|RID2507|RID43248|0|0|0|0|0|RID343|0|0|RID36042|0|0|rid99992|0|0|0|0|0|0|
RPID5498,,"","",NM PERFUS MLTPL HEART PET,NM PERFUSION MULTIPLE HEART PET,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and MULTIPLE procedure focused on the HEART with a technique of PET,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , ,PERFUSION,MULTIPLE, , , ,HEART, , , , , ,PET, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID10376|RID5765|0|0|0|RID1385|0|0|0|0|0|rid99992|0|0|0|0|0|0|
RPID5499,,"","",NM CANCER TRTMNT PLNNG PETCT,NM MALIGNANT NEOPLASM TREATMENT PLANNING PET-CT,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the with a technique of PET-CT for the purpose of MALIGNANT NEOPLASM and TREATMENT PLANNING,DISCOURAGED,NON-PREFERRED SEMANTICS,"11/11/16: Use codes which specify PET and PET/CT via MODALITY instead.",SEMANTIC,"11/11/16: Moving the RadLex RIDs for PET and PET/CT from attribute TECHNIQUE to attribute MODALITY.",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , ,MALIGNANT NEOPLASM,TREATMENT PLANNING, ,PET-CT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID36042|RID45652|0|rid99994|0|0|0|0|0|0|
RPID5500,,"","",NM CHST ABD PELVIS EXTRMS MLTPL BN MARROW SLFR CLLD,NM CHEST ABDOMEN PELVIS EXTREMITIES MULTIPLE BONE MARROW SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE MULTIPLE procedure focused on the BONE MARROW in the CHEST and ABDOMEN and PELVIS and EXTREMITIES SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST,ABDOMEN,PELVIS,EXTREMITIES, ,MULTIPLE, , , , ,BONE MARROW, , , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID1243|RID56|RID2507|RID43248|0|RID5765|0|0|0|0|RID38594|0|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5501,,"","",NM CHST ABD PELVIS EXTRMS BN MARROW SLFR CLLD,NM CHEST ABDOMEN PELVIS EXTREMITIES BONE MARROW SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the BONE MARROW in the CHEST and ABDOMEN and PELVIS and EXTREMITIES SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST,ABDOMEN,PELVIS,EXTREMITIES, , , , , , ,BONE MARROW, , , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID1243|RID56|RID2507|RID43248|0|0|0|0|0|0|RID38594|0|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5502,,"","",NM VSCLR FLW BONE MDP,NM VASCULAR FLOW BONE MDP,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the BONE MDP,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , ,VASCULAR FLOW, , , , ,BONE, , , , , , ,MDP, , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID45644|0|0|0|0|RID13197|0|0|0|0|0|0|RID43394|0|0|0|0|0|
RPID5503,,"","",NM HEAD VSCLR FLW LTD BRN ECD,NM HEAD VASCULAR FLOW LIMITED BRAIN ECD,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW and LIMITED procedure focused on the BRAIN in the HEAD ECD,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD, , , , ,VASCULAR FLOW,LIMITED, , , ,BRAIN, , , , , , ,ECD, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|RID45644|RID5684|0|0|0|RID6434|0|0|0|0|0|0|RID11731|0|0|0|0|0|
RPID5504,,"","",NM HEAD LTD BRN PLNR NM IMG ECD,NM HEAD LIMITED BRAIN PLANAR NUCLEAR MEDICINE IMAGING ECD,A nuclear medicine  RADIOLOGY ORDERABLE LIMITED procedure focused on the BRAIN in the HEAD with a technique of PLANAR NUCLEAR MEDICINE IMAGING ECD,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD, , , , ,LIMITED, , , , ,BRAIN, , , , , ,PLANAR NUCLEAR MEDICINE IMAGING,ECD, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|RID5684|0|0|0|0|RID6434|0|0|0|0|0|RID10333|RID11731|0|0|0|0|0|
RPID5505,,"","",NM CHST LOCALIZ BREAST,NM CHEST LOCALIZATION BREAST,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the BREAST in the CHEST,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,LOCALIZATION, , , , ,BREAST, , , , , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID28708|0|0|0|0|RID28749|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5506,,"","",NM WHBDY LOCALIZ SSTMBI,NM WHOLEBODY LOCALIZATION SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the WHOLEBODY SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION, , , , , , , , , , , ,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|0|0|0|0|0|0|0|0|0|0|0|RID11749|0|0|0|0|0|
RPID5507,,"","",NM HEAD VSCLR FLW BRN XENON,NM HEAD VASCULAR FLOW BRAIN XENON,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the BRAIN in the HEAD XENON,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD, , , , ,VASCULAR FLOW, , , , ,BRAIN, , , , , , ,XENON, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|RID45644|0|0|0|0|RID6434|0|0|0|0|0|0|RID11868|0|0|0|0|0|
RPID5508,,"","",NM HEAD ABD SHNT DETECT TCO4,NM HEAD ABDOMEN SHUNT DETECTION TC-O4,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the HEAD and ABDOMEN TC-O4 for the purpose of SHUNT DETECTION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD,ABDOMEN, , , , , , , , , , , ,SHUNT DETECTION, , , ,TC-O4, , , , , , ,RID10330|RID13060|0|RID9080|RID56|0|0|0|0|0|0|0|0|0|0|0|RID45641|0|0|0|RID11728|0|0|0|0|0|
RPID5509,,"","",NM SPINE HEAD SINUSES IN-DTPA,NM SPINE HEAD PARANASAL SINUSES IN-DTPA,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PARANASAL SINUSES in the SPINE and HEAD IN-DTPA,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,SPINE,HEAD, , , , , , , , ,PARANASAL SINUSES, , , , , , ,IN-DTPA, , , , , , ,RID10330|RID13060|0|RID7741|RID9080|0|0|0|0|0|0|0|0|RID28579|0|0|0|0|0|0|RID11705|0|0|0|0|0|
RPID5510,,"","",NM SPINE HEAD SINUSES CSF LK SPECT HSA,NM SPINE HEAD PARANASAL SINUSES CSF LEAK SPECT HSA,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PARANASAL SINUSES in the SPINE and HEAD with a technique of SPECT HSA for the purpose of CSF LEAK,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,SPINE,HEAD, , , , , , , , ,PARANASAL SINUSES, , ,CSF LEAK, , ,SPECT,HSA, , , , , , ,RID10330|RID13060|0|RID7741|RID9080|0|0|0|0|0|0|0|0|RID28579|0|0|RID4881|0|0|RID10334|RID43555|0|0|0|0|0|
RPID5511,,"","",NM CHST FRST PSS HEART EJCT FRCTN TC-RBC,NM CHEST FIRST PASS HEART EJECTION FRACTION TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE FIRST PASS procedure focused on the HEART in the CHEST TC-RBC for the purpose of EJECTION FRACTION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,FIRST PASS, , , , ,HEART, , ,EJECTION FRACTION, , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45658|0|0|0|0|RID1385|0|0|RID45645|0|0|0|RID11747|0|0|0|0|0|
RPID5512,,"","",NM CHST FRST PSS STRESS HEART TC-RBC,NM CHEST FIRST PASS STRESS HEART TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE FIRST PASS and STRESS procedure focused on the HEART in the CHEST TC-RBC,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,FIRST PASS,STRESS, , , ,HEART, , , , , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45658|RID10476|0|0|0|RID1385|0|0|0|0|0|0|RID11747|0|0|0|0|0|
RPID5513,,"","",NM HEAD CHST ABD PELVIS LOCALIZ LTD INFCTN GLLM,NM HEAD CHEST ABDOMEN PELVIS LOCALIZATION LIMITED INFECTION GALLIUM,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION and LIMITED procedure focused on the HEAD and CHEST and ABDOMEN and PELVIS GALLIUM for the purpose of INFECTION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD,CHEST,ABDOMEN,PELVIS, ,LOCALIZATION,LIMITED, , , , , , ,INFECTION, , , ,GALLIUM, , , , , , ,RID10330|RID13060|0|RID9080|RID1243|RID56|RID2507|0|RID28708|RID5684|0|0|0|0|0|0|RID3710|0|0|0|RID11822|0|0|0|0|0|
RPID5514,,"","",NM ABD LOCALIZ GI TRACT TCO4,NM ABDOMEN LOCALIZATION GASTROINTESTINAL TRACT TC-O4,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the GASTROINTESTINAL TRACT in the ABDOMEN TC-O4,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,LOCALIZATION, , , , ,GASTROINTESTINAL TRACT, , , , , , ,TC-O4, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID28708|0|0|0|0|RID94|0|0|0|0|0|0|RID11728|0|0|0|0|0|
RPID5515,,"","",NM ABD LIVER PST TXP HIDA,NM ABDOMEN LIVER POST TRANSPLANT HIDA,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the LIVER in the ABDOMEN HIDA for the purpose of POST TRANSPLANT,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER, , ,POST TRANSPLANT, , , ,HIDA, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|0|0|RID39332|0|0|0|RID43409|0|0|0|0|0|
RPID5516,,"","",NM ABD KIDNEY GFR TC-DTPA,NM ABDOMEN KIDNEY GFR TC-DTPA,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the KIDNEY in the ABDOMEN TC-DTPA for the purpose of GFR,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , ,GFR, , , ,TC-DTPA, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|RID45776|0|0|0|RID43697|0|0|0|0|0|
RPID5517,,"","",NM ABD KIDNEY HPPRN,NM ABDOMEN KIDNEY HIPPURAN,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the KIDNEY in the ABDOMEN HIPPURAN,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , , , , , ,HIPPURAN, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|0|0|0|0|RID43382|0|0|0|0|0|
RPID5518,,"","",NM ABD VSCLR FLW KIDNEY TC-DTPA,NM ABDOMEN VASCULAR FLOW KIDNEY TC-DTPA,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the KIDNEY in the ABDOMEN TC-DTPA,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VASCULAR FLOW, , , , ,KIDNEY, , , , , , ,TC-DTPA, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID45644|0|0|0|0|RID205|0|0|0|0|0|0|RID43697|0|0|0|0|0|
RPID5519,,"","",NM ABD VSCLR FLW LIVER HMNGMA,NM ABDOMEN VASCULAR FLOW LIVER HEMANGIOMA,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the LIVER in the ABDOMEN for the purpose of HEMANGIOMA,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VASCULAR FLOW, , , , ,LIVER, , ,HEMANGIOMA, , , , , , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID45644|0|0|0|0|RID58|0|0|RID3969|0|0|0|0|0|0|0|0|0|
RPID5520,,"","",NM EXTRMS PERFUS,NM EXTREMITIES PERFUSION,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION procedure focused on the EXTREMITIES,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,EXTREMITIES, , , , ,PERFUSION, , , , , , , , , , , , , , , , , , ,RID10330|RID13060|0|RID43248|0|0|0|0|RID10376|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5521,,"","",NM ABD LIVER SLFR CLLD,NM ABDOMEN LIVER SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the LIVER in the ABDOMEN SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER, , , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|0|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5522,,"","",NM ABD VSCLR FLW LIVER SLFR CLLD,NM ABDOMEN VASCULAR FLOW LIVER SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the LIVER in the ABDOMEN SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VASCULAR FLOW, , , , ,LIVER, , , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID45644|0|0|0|0|RID58|0|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5523,,"","",NM CHST PERFUS LUNG MAA,NM CHEST PERFUSION LUNG MAA,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION procedure focused on the LUNG in the CHEST MAA,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION, , , , ,LUNG, , , , , , ,MAA, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|0|0|0|0|RID1301|0|0|0|0|0|0|RID11737|0|0|0|0|0|
RPID5524,,"","",NM ABD LIVER SPLEEN SLFR CLLD,NM ABDOMEN LIVER SPLEEN SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the LIVER and SPLEEN in the ABDOMEN SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,LIVER,SPLEEN, , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID58|RID86|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5525,,"","",NM ABD VSCLR FLW LIVER SPLEEN SLFR CLLD,NM ABDOMEN VASCULAR FLOW LIVER SPLEEN SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the LIVER and SPLEEN in the ABDOMEN SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,VASCULAR FLOW, , , , ,LIVER,SPLEEN, , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|RID45644|0|0|0|0|RID58|RID86|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5526,,"","",NM CHST VENT SNGL LUNG XENON,NM CHEST VENTILATION SINGLE LUNG XENON,A nuclear medicine  RADIOLOGY ORDERABLE VENTILATION and SINGLE procedure focused on the LUNG in the CHEST XENON,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,VENTILATION,SINGLE, , , ,LUNG, , , , , , ,XENON, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45647|RID5762|0|0|0|RID1301|0|0|0|0|0|0|RID11868|0|0|0|0|0|
RPID5527,,"","",NM SNT LYM ND SLFR CLLD,NM SENTINEL LYMPH NODE SULFUR COLLOID,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the SENTINEL LYMPH NODE SULFUR COLLOID,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , ,SENTINEL LYMPH NODE, , , , , , ,SULFUR COLLOID, , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID43247|0|0|0|0|0|0|RID11751|0|0|0|0|0|
RPID5528,,"","",NM SNT LYM ND,NM SENTINEL LYMPH NODE,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the SENTINEL LYMPH NODE,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , ,SENTINEL LYMPH NODE, , , , , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID43247|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5529,,"","",NM HEAD CHST ABD PELVIS LOCALIZ CANCER SPECT MIBG,NM HEAD CHEST ABDOMEN PELVIS LOCALIZATION MALIGNANT NEOPLASM SPECT MIBG,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the HEAD and CHEST and ABDOMEN and PELVIS with a technique of SPECT MIBG for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD,CHEST,ABDOMEN,PELVIS, ,LOCALIZATION, , , , , , , ,MALIGNANT NEOPLASM, , ,SPECT,MIBG, , , , , , ,RID10330|RID13060|0|RID9080|RID1243|RID56|RID2507|0|RID28708|0|0|0|0|0|0|0|RID36042|0|0|RID10334|RID45807|0|0|0|0|0|
RPID5530,,"","",NM CHST PERFUS HEART EJCT FRCTN SSTMBI,NM CHEST PERFUSION HEART EJECTION FRACTION SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION procedure focused on the HEART in the CHEST SESTAMIBI for the purpose of EJECTION FRACTION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION, , , , ,HEART, , ,EJECTION FRACTION, , , ,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|0|0|0|0|RID1385|0|0|RID45645|0|0|0|RID11749|0|0|0|0|0|
RPID5531,,"","",NM CHST PERFUS WLL MNT HEART SSTMBI,NM CHEST PERFUSION WALL MOTION HEART SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and WALL MOTION procedure focused on the HEART in the CHEST SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,WALL MOTION, , , ,HEART, , , , , , ,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID45640|0|0|0|RID1385|0|0|0|0|0|0|RID11749|0|0|0|0|0|
